id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd00152_c0	Agmatine_c0	C5H16N4	2	QYPPJABKJHAVHS-UHFFFAOYSA-P	NC(=[NH2+])NCCCC[NH3+]	5.87	C00179	cpd00152
cpd00210_c0	Taurine_c0	C2H7NO3S	0	XOAAWQZATWQOTB-UHFFFAOYSA-N	NCCS(=O)(=O)O	-126.763	C00245	cpd00210
cpd01345_c0	Taurocyamine_c0	C3H9N3O3S	0	JKLRIMRKZBSSED-UHFFFAOYSA-N	N=C(N)NCCS(=O)(=O)O	-114.873	C01959	cpd01345
cpd11525_c0	7-methyl-3-oxo-octanoyl-ACP_c0	C20H35N2O9PRS	-1					cpd11525
cpd09802_c0	2-Naphthaldehyde_c0	C11H8O	0	PJKVFARRVXDXAD-UHFFFAOYSA-N	O=Cc1ccc2ccccc2c1	9.461	C14099	cpd09802
cpd09804_c0	2-Naphthoic acid_c0	C11H7O2	-1	UOBYKYZJUGYBDK-UHFFFAOYSA-M	O=C([O-])c1ccc2ccccc2c1	-43.239	C14101	cpd09804
cpd08279_c0	1-Hydroxy-2-naphthaldehyde_c0	C11H8O2	0	OITQDWKMIPXGFL-UHFFFAOYSA-N	O=Cc1ccc2ccccc2c1O	-30.019	C11427	cpd08279
cpd02045_c0	1-Hydroxy-2-naphthoate_c0	C11H7O3	-1	SJJCQDRGABAVBB-UHFFFAOYSA-M	O=C(O)c1ccc2ccccc2c1[O-]	-82.719	C03203	cpd02045
cpd02074_c0	2-Oxo-6-aminocaproate_c0	C6H11NO3	0	GWENQMVPLJAMAE-UHFFFAOYSA-N	NCCCCC(=O)C(=O)O	-108.81	C03239	cpd02074
cpd00922_c0	delta1-Piperideine-2-carboxylate_c0	C6H8NO2	-1	GEJXSVNGWOSZPC-UHFFFAOYSA-M	O=C([O-])C1=NCCCC1	-57.53	C04092	cpd00922
cpd00055_c0	Formaldehyde_c0	CH2O	0	WSFSSNUMVMOOMR-UHFFFAOYSA-N	C=O	-31.2	C00067	cpd00055
cpd04105_c0	Mycothiol_c0	C17H30N2O12S	0	MQBCDKMPXVYCGO-FQBKTPCVSA-N	CC(O)=NC(CS)C(O)=NC1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O	-399.034	C06717	cpd04105
cpd04106_c0	S-Formylmycothiol_c0	C18H30N2O13S	0	JFPVMCRFDBEEHF-QFVXKRNMSA-N	CC(O)=NC(CSC=O)C(O)=NC1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O	-431.22	C06718	cpd04106
cpd11587_c0	Ala-Gln_c0	C8H15N3O4	0	HJCMDXDYPOUFDY-WHFBIAKZSA-N	CC(N)C(O)=NC(CCC(=N)O)C(=O)O	-152.46		cpd11587
cpd00143_c0	Phenylpyruvate_c0	C9H7O3	-1	BTNMPGBKDVTSJY-UHFFFAOYSA-M	O=C([O-])C(=O)Cc1ccccc1	-75.82	C00166	cpd00143
cpd15538_c0	Phosphatidylglycerol dihexadecanoyl_c0	C38H74O10P	-1			-412.9		cpd15538
cpd15346_c0	2-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl_c0	C22H44O9P	-1			-398.13		cpd15346
cpd02016_c0	N-Ribosylnicotinamide_c0	C11H15N2O5	1	JLEBZPBDRKPWTD-TURQNECASA-O	N=C(O)c1ccc[n+](C2OC(CO)C(O)C2O)c1	-125.24	C03150	cpd02016
cpd11583_c0	Ala-Leu_c0	C9H18N2O3	0	RDIKFPRVLJLMER-BQBZGAKWSA-N	CC(C)CC(N=C(O)C(C)N)C(=O)O	-115.64		cpd11583
cpd00107_c0	L-Leucine_c0	C6H13NO2	0	ROHFNLRQFUQHCH-YFKPBYRVSA-N	CC(C)CC(N)C(=O)O	-84.87	C00123	cpd00107
cpd00809_c0	O-Phospho-L-homoserine_c0	C4H8NO6P	-2	FXDNYOANAXWZHG-VKHMYHEASA-L	NC(CCOP(=O)([O-])O)C(=O)[O-]	-335.03	C01102	cpd00809
cpd02414_c0	L-2-Amino-6-oxopimelate_c0	C7H10NO5	-1	UKCSFKLWNHUBDY-BYPYZUCNSA-M	NC(CCCC(=O)C(=O)O)C(=O)[O-]	-188.45	C03871	cpd02414
cpd02465_c0	tetrahydrodipicolinate_c0	C7H7NO4	-2	CXMBCXQHOXUCEO-BYPYZUCNSA-L	O=C([O-])C1=NC(C(=O)[O-])CCC1	-138.97	C03972	cpd02465
cpd15552_c0	phosphatidylserine didodecanoyl_c0	C30H56NO10P	-2			-434.84		cpd15552
cpd15528_c0	phosphatidylethanolamine didodecanoyl_c0	C29H58NO8P	0			-354.19		cpd15528
cpd00169_c0	3-Phosphoglycerate_c0	C3H4O7P	-3	OSJPPGNTCRNQQC-UWTATZPHSA-K	O=C([O-])C(O)COP(=O)([O-])[O-]	-371.9	C00197	cpd00169
cpd00114_c0	IMP_c0	C10H11N4O8P	-2	GRSZFWQUAKGDAV-KQYNXXCUSA-L	O=P([O-])(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-313.58	C00130	cpd00114
cpd02197_c0	5-Formyltetrahydrofolate_c0	C20H21N7O7	-2	VVIAGPKUTFNRDU-STQMWFEESA-L	N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)N2C=O	-142.75	C03479	cpd02197
cpd00087_c0	Tetrahydrofolate_c0	C19H21N7O6	-2	MSTNYGQPCMXVAQ-KIYNQFGBSA-L	N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)N2	-113.97	C00101	cpd00087
cpd00770_c0	N-Formyl-L-glutamate_c0	C6H7NO5	-2	ADZLWSMFHHHOBV-UHFFFAOYSA-L	O=C([O-])CCC(N=C[O-])C(=O)O	-192.08	C01045	cpd00770
cpd11532_c0	9-methyl-decanoyl-ACP_c0	C22H41N2O8PRS	-1					cpd11532
cpd11533_c0	11-methyl-3-oxo-dodecanoyl-ACP_c0	C24H43N2O9PRS	-1					cpd11533
cpd11592_c0	gly-glu-L_c0	C7H11N2O5	-1			-194.71		cpd11592
cpd00932_c0	5-O--1-Carboxyvinyl-3-phosphoshikimate_c0	C10H9O10P	-4	QUTYKIXIUDQOLK-PRJMDXOYSA-J	C=C(OC1CC(C(=O)[O-])=CC(OP(=O)([O-])[O-])C1O)C(=O)[O-]	-427.57	C01269	cpd00932
cpd11542_c0	15-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	C28H53N2O9PRS	-1					cpd11542
cpd09793_c0	1-Naphthaldehyde_c0	C11H8O	0	SQAINHDHICKHLX-UHFFFAOYSA-N	O=Cc1cccc2ccccc12	9.461	C14090	cpd09793
cpd09794_c0	1-Naphthoic acid_c0	C11H7O2	-1	LNETULKMXZVUST-UHFFFAOYSA-M	O=C([O-])c1cccc2ccccc12	-43.239	C14091	cpd09794
cpd00092_c0	Uracil_c0	C4H4N2O2	0	ISAKRJDGNUQOIC-UHFFFAOYSA-N	Oc1ccnc(O)n1	-61.07	C00106	cpd00092
cpd00859_c0	Pseudouridine 5'-phosphate_c0	C9H11N2O9P	-2	MOBMOJGXNHLLIR-GBNDHIKLSA-L	O=P(O)(O)OCC1OC(c2cnc([O-])nc2[O-])C(O)C1O	-410.45	C01168	cpd00859
cpd17041_c0	Protein biosynthesis_c0	null	0					cpd17041
cpd02708_c0	cis-2-Methyl-5-isopropylhexa-2,5-dienal_c0	C10H16O	0	KDMDLRXLBMMBSU-UITAMQMPSA-N	C=C(CC=C(C)C=O)C(C)C	14.87	C04435	cpd02708
cpd08741_c0	cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid_c0	C10H15O2	-1	HZNKOKJSWBRPRJ-TWGQIWQCSA-M	C=C(CC=C(C)C(=O)[O-])C(C)C	-37.83	C11944	cpd08741
cpd11566_c0	14-methyl-3-oxo-pentadecanoyl-ACP_c0	C27H49N2O9PRS	-1					cpd11566
cpd11567_c0	14-methyl-3-hydroxy-pentadecanoyl-ACP_c0	C27H51N2O9PRS	-1					cpd11567
cpd00477_c0	N-Acetyl-L-glutamate_c0	C7H9NO5	-2	RFMMMVDNIPUKGG-YFKPBYRVSA-L	CC([O-])=NC(CCC(=O)[O-])C(=O)O	-193.73	C00624	cpd00477
cpd02552_c0	n-acetylglutamyl-phosphate_c0	C7H9NO8P	-3	FCVIHFVSXHOPSW-YFKPBYRVSA-K	CC([O-])=NC(CCC(=O)OP(=O)([O-])O)C(=O)[O-]	-408.63	C04133	cpd02552
cpd15699_c0	Dianteisopentadecanoylphosphatidylethanolamine_c0	C35H70NO8P	0			-348.09		cpd15699
cpd02964_c0	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0	C35H51N7O26P2	-4	QUHLBZKCGUXHGP-BHBBPGSKSA-J	CC([O-])=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(O)=NC(C)C([O-])=NC(CCC([O-])=NC(CCCC(N)C(=O)O)C(=O)O)C(=O)O	-1064.55	C04877	cpd02964
cpd00207_c0	Guanine_c0	C5H5N5O	0	UYTPUPDQBNUYGX-UHFFFAOYSA-N	N=c1nc(O)c2nc[nH]c2[nH]1	28.4	C00242	cpd00207
cpd00298_c0	dTMP_c0	C10H13N2O8P	-2	GYOZYWVXFNDGLU-XLPZGREQSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])O)O2)c(=O)nc1[O-]	-358.34	C00364	cpd00298
cpd00184_c0	Thymidine_c0	C10H14N2O5	0	IQFYYKKMVGJFEH-XLPZGREQSA-N	Cc1cn(C2CC(O)C(CO)O2)c(=O)nc1O	-145.84	C00214	cpd00184
cpd11500_c0	6-methyl-3-oxo-octanoyl-ACP_c0	C20H35N2O9PRS	-1					cpd11500
cpd15532_c0	phosphatidylethanolamine dihexadec-9enoyl_c0	C37H70NO8P	0			-296.51		cpd15532
cpd00361_c0	ACTN_c0	C4H8O2	0	ROWKJAVDOGWPAT-GSVOUGTGSA-N	CC(=O)C(C)O	-72.12	C00466	cpd00361
cpd01221_c0	(S)-Acetoin_c0	C4H8O2	0	ROWKJAVDOGWPAT-VKHMYHEASA-N	CC(=O)C(C)O	-72.12	C01769	cpd01221
cpd11482_c0	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]_c0	C21H40N2O9PRS	-2				C04619	cpd11482
cpd11487_c0	3-oxodecanoyl-acp_c0	C21H38N2O9PRS	-2				C05753	cpd11487
cpd02843_c0	D-erythro-imidazol-glycerol-phosphate_c0	C6H9N2O6P	-2	HFYBTHCYPKEDQQ-RITPCOANSA-L	O=P([O-])([O-])OCC(O)C(O)c1cnc[nH]1	-288.2	C04666	cpd02843
cpd02851_c0	AICAR_c0	C9H13N4O8P	-2	NOTGFIUVDGNKRI-UUOKFMHZSA-L	N=C([O-])c1ncn(C2OC(COP(=O)([O-])O)C(O)C2O)c1N	-336.61	C04677	cpd02851
cpd15294_c0	Tetradecenoyl-ACP_c0	C25H45N2O8PRS	-1					cpd15294
cpd15330_c0	1-tetradec-7-enoyl-sn-glycerol 3-phosphate_c0	C17H32O7P	-1			-324.33		cpd15330
cpd00238_c0	Sedoheptulose7-phosphate_c0	C7H13O10P	-2	JDTUMPKOJBQPKX-GBNDHIKLSA-L	O=C(CO)C(O)C(O)C(O)C(O)COP(=O)([O-])[O-]	-466.34	C05382	cpd00238
cpd11565_c0	12-methyl-tridecanoyl-ACP_c0	C25H47N2O8PRS	-2					cpd11565
cpd15525_c0	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate_c0	C35H64O8P	-1			-313.5		cpd15525
cpd00421_c0	Triphosphate_c0	H2O10P3	-3	UNXRWKVEANCORM-UHFFFAOYSA-K	O=P([O-])([O-])OP(=O)(O)OP(=O)([O-])O		C00536	cpd00421
cpd02315_c0	6-Pyruvoyltetrahydropterin_c0	C9H11N5O3	0	WBJZXBUVECZHCE-SCSAIBSYSA-N	CC(=O)C(=O)C1CNc2[nH]c(=N)nc(O)c2N1	-26.07	C03684	cpd02315
cpd15681_c0	1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate_c0	C33H64O8P	-1			-365.08		cpd15681
cpd11479_c0	D-3-Hydroxyhexanoyl-[acp]_c0	C17H31N2O9PRS	-2				C05747	cpd11479
cpd00065_c0	L-Tryptophan_c0	C11H12N2O2	0	QIVBCDIJIAJPQS-VIFPVBQESA-N	NC(Cc1c[nH]c2ccccc12)C(=O)O	-25	C00078	cpd00065
cpd02921_c0	SAICAR_c0	C13H16N4O12P	-3	NAQGHJTUZRHGAC-LBGUGVGYSA-J	Nc1c(C([O-])=NC(CC(=O)[O-])C(=O)[O-])ncn1C1OC(COP(=O)([O-])O)C(O)C1O	-487.65	C04811	cpd02921
cpd00350_c0	Farnesyldiphosphate_c0	C15H26O7P2	-2	VWFJDQUYCIWHTN-YFVJMOTDSA-L	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-383	C00448	cpd00350
cpd08211_c0	trans,trans,cis-Geranylgeranyl diphosphate_c0	C20H34O7P2	-2	OINNEUNVOZHBOX-KWBDAJKESA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-354.91	C11356	cpd08211
cpd11512_c0	12-methyl-3-oxo-tetra-decanoyl-ACP_c0	C26H47N2O9PRS	-1					cpd11512
cpd00198_c0	D-Xylulose5-phosphate_c0	C5H9O8P	-2	FNZLKVNUWIIPSJ-RFZPGFLSSA-L	O=C(CO)C(O)C(O)COP(=O)([O-])[O-]	-393.5	C00231	cpd00198
cpd01560_c0	beta-Alanyl-CoA_c0	C24H39N8O17P3S	-2	OIKPXGRGSUBNRF-UHFFFAOYSA-K	CC(N)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])O	-787	C02335	cpd01560
cpd00663_c0	Acrylyl-CoA_c0	C24H35N7O17P3S	-3	POODSGUMUCVRTR-IEXPHMLFSA-J	C=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-764.06	C00894	cpd00663
cpd02693_c0	3-Isopropylmalate_c0	C7H10O5	-2	RNQHMTFBUSSBJQ-CRCLSJGQSA-L	CC(C)C(C(=O)[O-])C(O)C(=O)[O-]	-199.76	C04411	cpd02693
cpd01710_c0	2-Isopropylmaleate_c0	C7H8O4	-2	NJMGRJLQRLFQQX-HYXAFXHYSA-L	CC(C)C(=CC(=O)[O-])C(=O)[O-]	-143.02	C02631	cpd01710
cpd02605_c0	2-isopropyl-3-oxosuccinate_c0	C7H8O5	-2	HIIZAGQWABAMRR-UHFFFAOYSA-L	CC(C)C(C(=O)[O-])C(=O)C(=O)[O-]	-189.28	C04236	cpd02605
cpd00841_c0	5-diphosphomevalonate_c0	C6H11O10P2	-3	SIGQQUBJQXSAMW-ZCFIWIBFSA-K	CC(O)(CCOP(=O)(O)OP(=O)([O-])[O-])CC(=O)[O-]	-578.27	C01143	cpd00841
cpd00119_c0	L-Histidine_c0	C6H9N3O2	0	HNDVDQJCIGZPNO-YFKPBYRVSA-N	NC(Cc1cnc[nH]1)C(=O)O	-45.63	C00135	cpd00119
cpd00616_c0	Pretyrosine_c0	C10H12NO5	-1	MIEILDYWGANZNH-DSQUFTABSA-M	NC(CC1(C(=O)O)C=CC(O)C=C1)C(=O)[O-]	-161.4	C00826	cpd00616
cpd00098_c0	Choline_c0	C5H14NO	1	OEYIOHPDSNJKLS-UHFFFAOYSA-N	C[N+](C)(C)CCO	12.19	C00114	cpd00098
cpd00457_c0	Phosphocholine_c0	C5H13NO4P	-1	YHHSONZFOIEMCP-UHFFFAOYSA-M	C[N+](C)(C)CCOP(=O)([O-])[O-]	-200.31	C00588	cpd00457
cpd03293_c0	Biocytin_c0	C16H28N4O4S	0	BAQMYDQNMFBZNA-ATWGWHJKSA-N	NC(CCCCN=C(O)CCCCC1SCC2N=C(O)NC21)C(=O)O	-135.91	C05552	cpd03293
cpd00104_c0	BIOT_c0	C10H15N2O3S	-1	YBJHBAHKTGYVGT-ZKWXMUAHSA-M	O=C([O-])CCCCC1SCC2N=C(O)NC21	-109.02	C00120	cpd00104
cpd11434_c0	fa12coa_c0	C38H65N7O17P3S	-3			-763.34		cpd11434
cpd15672_c0	1-anteisoheptadecanoyl-sn-glycerol 3-phosphate_c0	C20H40O7P	-1			-343.64		cpd15672
cpd15678_c0	1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate_c0	C37H72O8P	-1			-358.6		cpd15678
cpd00128_c0	Adenine_c0	C5H5N5	0	GFFGJBXGBJISGV-UHFFFAOYSA-N	Nc1nc[nH]c2ncnc1-2	78.85	C00147	cpd00128
cpd11519_c0	14-methyl-hexa-decanoyl-ACP_c0	C28H53N2O8PRS	-2					cpd11519
cpd00332_c0	Mevalonic acid_c0	C6H11O4	-1	KJTLQQUUPVSXIM-ZCFIWIBFSA-M	CC(O)(CCO)CC(=O)[O-]	-157.77	C00418	cpd00332
cpd00812_c0	5-phosphomevalonate_c0	C6H10O7P	-3	OKZYCXHTTZZYSK-ZCFIWIBFSA-K	CC(O)(CCOP(=O)([O-])[O-])CC(=O)[O-]	-370.27	C01107	cpd00812
cpd15604_c0	Gly-Leu_c0	C8H16N2O3	0					cpd15604
cpd11516_c0	14-methyl-3-oxo-hexa-decanoyl-ACP_c0	C28H51N2O9PRS	-1					cpd11516
cpd11494_c0	Acetyl-ACP_c0	C13H24N2O8PRS	-2				C03939	cpd11494
cpd11488_c0	Acetoacetyl-ACP_c0	C15H26N2O9PRS	-2				C05744	cpd11488
cpd00451_c0	Glycocyamine_c0	C3H7N3O2	0	BPMFZUMJYQTVII-UHFFFAOYSA-N	N=C(N)NCC(=O)O	-75.84	C00581	cpd00451
cpd11524_c0	5-methyl-hexanoyl-ACP_c0	C18H33N2O8PRS	-1					cpd11524
cpd00802_c0	D-fructose-1-phosphate_c0	C6H11O9P	-2	RHKKZBWRNHGJEZ-ARQDHWQXSA-L	O=P([O-])([O-])OCC1(O)OC(CO)C(O)C1O	-431.67	C01094	cpd00802
cpd00448_c0	D-Glyceraldehyde_c0	C3H6O3	0	MNQZXJOMYWMBOU-VKHMYHEASA-N	O=CC(O)CO	-106.7	C00577	cpd00448
cpd00146_c0	Carbamoylphosphate_c0	CH2NO5P	-2	FFQKYPRQEYGKAF-UHFFFAOYSA-L	N=C([O-])OP(=O)([O-])O	-310.26	C00169	cpd00146
cpd14940_c0	(2E)-Octadecenoyl-[acp]_c0	C29H54N2O8PRS	-2				C16221	cpd14940
cpd12458_c0	Stearoyl-[acyl-carrier protein]_c0	C29H56N2O8PRS	-2				C04088	cpd12458
cpd14703_c0	S-(2-Methylbutanoyl)-dihydrolipoamide-E_c0	C13H25NO2S2	0				C15979	cpd14703
cpd00978_c0	dUDP_c0	C9H12N2O11P2	-2	QHWZTVCCBMIIKE-SHYZEUOFSA-L	O=c1nc([O-])ccn1C1CC(O)C(COP(=O)(O)OP(=O)([O-])O)O1	-565.93	C01346	cpd00978
cpd00358_c0	dUTP_c0	C9H12N2O14P3	-3	AHCYMLUZIRLXAA-SHYZEUOFSA-K	O=c1nc([O-])ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O1	-773.93	C00460	cpd00358
cpd00773_c0	UDP-MurNAc_c0	C20H28N3O19P2	-3	NQBRVZNDBBMBLJ-MQTLHLSBSA-K	CC([O-])=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(=O)[O-]	-820.27	C01050	cpd00773
cpd00890_c0	UDP-N-acetylmuramoyl-L-alanine_c0	C23H33N4O20P2	-3	NTMMCWJNQNKACG-KBKUWGQMSA-K	CC([O-])=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C([O-])=NC(C)C(=O)O	-851.04	C01212	cpd00890
cpd02884_c0	FAICAR_c0	C10H13N4O9P	-2	ABCOOORLYAOBOZ-KQYNXXCUSA-L	NC(=O)c1ncn(C2OC(COP(=O)([O-])O)C(O)C2O)c1N=C[O-]	-372.85	C04734	cpd02884
cpd00482_c0	2-Phospho-D-glycerate_c0	C3H4O7P	-3	GXIURPTVHJPJLF-UWTATZPHSA-K	O=C([O-])C(CO)OP(=O)([O-])[O-]	-371.9	C00631	cpd00482
cpd11586_c0	ala-L-glu-L_c0	C8H13N2O5	-1			-194.9		cpd11586
cpd00197_c0	Protocatechuate_c0	C7H5O4	-1	YQUVCSBJEUQKSH-UHFFFAOYSA-M	O=C(O)c1ccc([O-])c(O)c1	-132.01	C00230	cpd00197
cpd00062_c0	UTP_c0	C9H12N2O15P3	-3	PGAVKCOVUIYSFO-XVFCMESISA-K	O=c1nc([O-])ccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C1O	-813.77	C00075	cpd00062
cpd01974_c0	4-Hydroxy-L-glutamate_c0	C5H8NO5	-1	HBDWQSHEVMSFGY-STHAYSLISA-M	NC(CC(O)C(=O)O)C(=O)[O-]	-202.17	C03079	cpd01974
cpd00830_c0	4-Hydroxy-2-oxoglutarate_c0	C5H4O6	-2	WXSKVKPSMAHCSG-UWTATZPHSA-L	O=C([O-])C(=O)CC(O)C(=O)[O-]	-226.94	C01127	cpd00830
cpd01017_c0	Cys-Gly_c0	C5H10N2O3S	0	ZUKPVRWZDMRIEO-VKHMYHEASA-N	NC(CS)C(O)=NCC(=O)O	-113.974	C01419	cpd01017
cpd02678_c0	N-Formyl-GAR_c0	C8H13N2O9P	-2	VDXLUNDMVKSKHO-XVFCMESISA-L	O=P(O)(O)OCC1OC(N=C([O-])CN=C[O-])C(O)C1O	-417.4	C04376	cpd02678
cpd02394_c0	GAR_c0	C7H14N2O8P	-1	OBQMLSFOUZUIOB-SHUUEZRQSA-M	NCC([O-])=NC1OC(COP(=O)(O)O)C(O)C1O	-389.45	C03838	cpd02394
cpd00295_c0	dGDP_c0	C10H13N5O10P2	-2	CIKGWCTVFSRMJU-KVQBGUIXSA-L	N=c1nc([O-])c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)([O-])O)O3)c2[nH]1	-476.46	C00361	cpd00295
cpd00241_c0	dGTP_c0	C10H13N5O13P3	-3	HAAZLUGHYHWQIW-KVQBGUIXSA-K	N=c1nc([O-])c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O3)c2[nH]1	-684.46	C00286	cpd00241
cpd15692_c0	Diisopentadecanoylphosphatidylserine_c0	C36H68NO10P	-2			-428.74		cpd15692
cpd15698_c0	Diisopentadecanoylphosphatidylethanolamine_c0	C35H70NO8P	0			-348.09		cpd15698
cpd11593_c0	ala-L-asp-L_c0	C7H11N2O5	-1	XAEWTDMGFGHWFK-IMJSIDKUSA-M	CC(N)C(O)=NC(CC(=O)[O-])C(=O)O	-196.52		cpd11593
cpd00344_c0	N-Formimino-L-glutamate_c0	C6H9N2O4	-1	NRXIKWMTVXPVEF-BYPYZUCNSA-M	N=CNC(CCC(=O)[O-])C(=O)O	-157.18	C00439	cpd00344
cpd00378_c0	Formamide_c0	CH3NO	0	ZHNUHDYFZUAESO-UHFFFAOYSA-N	N=CO	-28.36	C00488	cpd00378
cpd03593_c0	D-erythro-3-Methylmalate_c0	C5H6O5	-2	NPYQJIHHTGFBLN-STHAYSLISA-L	CC(C(=O)[O-])C(O)C(=O)[O-]	-201.19	C06032	cpd03593
cpd00254_e0	Mg_e0	Mg	2	JLVVSXFLKOJNIY-UHFFFAOYSA-N	[Mg+2]		C00305	cpd00254
cpd00254_c0	Mg_c0	Mg	2	JLVVSXFLKOJNIY-UHFFFAOYSA-N	[Mg+2]		C00305	cpd00254
cpd11499_c0	4-methyl-hexanoyl-ACP_c0	C18H33N2O8PRS	-1					cpd11499
cpd01741_c0	ddca_c0	C12H23O2	-1	POULHZVOKOAJMA-UHFFFAOYSA-M	CCCCCCCCCCCC(=O)[O-]	-70.55	C02679	cpd01741
cpd11470_c0	Octanoyl-ACP_c0	C19H36N2O8PRS	-2				C05752	cpd11470
cpd00364_c0	Chinone_c0	C6H4O2	0	AZQWKYJCGOJGHM-UHFFFAOYSA-N	O=C1C=CC(=O)C=C1	-32.56	C00472	cpd00364
cpd00415_c0	Quinol_c0	C6H6O2	0	QIGBRXMKCJKVMJ-UHFFFAOYSA-N	Oc1ccc(O)cc1	-49.38	C00530	cpd00415
cpd03365_c0	5-(2'-Formylethyl)-4,6-dihydroxypicolinate_c0	C9H8NO5	-1	KJVDAGWOPCLJNY-UHFFFAOYSA-M	O=CCCc1c([O-])cc(C(=O)O)nc1O	-154.34	C05654	cpd03365
cpd03366_c0	5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate_c0	C9H7NO6	-2	MEACACCQPBWCOO-UHFFFAOYSA-L	O=C([O-])CCc1c([O-])cc(C(=O)O)nc1O	-207.04	C05655	cpd03366
cpd11825_c0	Octadecenoyl-ACP_c0	C29H53N2O8PRS	-1				C01203	cpd11825
cpd15328_c0	1-octadec-11-enoyl-sn-glycerol 3-phosphate_c0	C21H40O7P	-1			-317.85		cpd15328
cpd15527_c0	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate_c0	C39H72O8P	-1			-307.02		cpd15527
cpd02642_c0	N-5-phosphoribosyl-anthranilate_c0	C12H13NO9P	-3	PMFMJXPRNJUYMB-GWOFURMSSA-K	O=C([O-])c1ccccc1NC1OC(COP(=O)([O-])[O-])C(O)C1O	-393.15	C04302	cpd02642
cpd00956_c0	1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate_c0	C12H13NO9P	-3	QKMBYNRMPRKVTO-MNOVXSKESA-K	O=C([O-])c1ccccc1NCC(=O)C(O)C(O)COP(=O)([O-])[O-]	-392.53	C01302	cpd00956
cpd11439_c0	fa4coa_c0	C36H61N7O17P3S	-3			-766.58		cpd11439
cpd15371_c0	R-3-Hydroxyoctadecanoyl-acyl-carrierprotein-_c0	C29H55N2O9PRS	-1					cpd15371
cpd15572_c0	trans-octadec-2-enoyl-[acyl-carrier protein]_c0	C29H53N2O8PRS	-1					cpd15572
cpd00774_c0	UroporphyrinogenIII_c0	C40H36N4O16	-8	HUHWZXWWOFSFKF-UHFFFAOYSA-F	O=C([O-])CCc1c2[nH]c(c1CC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CCC(=O)[O-])c1CC(=O)[O-])C2		C01051	cpd00774
cpd11206_c0	Precorrin 1_c0	C41H38N4O16	-8	CJLVUWULFKHGFB-NZCAJUPMSA-F	CC1(CC(=O)[O-])C2=Cc3[nH]c(c(CCC(=O)[O-])c3CC(=O)[O-])Cc3[nH]c(c(CC(=O)[O-])c3CCC(=O)[O-])Cc3[nH]c(c(CC(=O)[O-])c3CCC(=O)[O-])CC(=N2)C1CCC(=O)[O-]		C15527	cpd11206
cpd06739_c0	(R)-(+)-Citronellal_c0	C10H18O	0	NEHNMFOYXAPHSD-SNVBAGLBSA-N	CC(C)=CCCC(C)CC=O	-2.91	C09848	cpd06739
